,channel_id,video_id,number_of_views,number_of_likes,CreatedDate,CreatedDatetime
551,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5135906,236714,2022-05-17,2022-05-17 19:33:54
552,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,55082687,2790794,2022-05-17,2022-05-17 19:33:58
553,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1777761,45391,2022-05-17,2022-05-17 19:34:04
554,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,57419932,2393586,2022-05-17,2022-05-17 19:34:07
555,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7174139,145720,2022-05-17,2022-05-17 19:34:11
556,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2801654,30981,2022-05-17,2022-05-17 19:34:14
557,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2461608,151423,2022-05-17,2022-05-17 19:34:21
558,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,981613,81779,2022-05-17,2022-05-17 19:34:27
559,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,279553,7232,2022-05-17,2022-05-17 19:34:30
560,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,17141331,516850,2022-05-17,2022-05-17 19:34:35
561,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,13078183,568559,2022-05-17,2022-05-17 19:34:38
562,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,39460045,1730904,2022-05-17,2022-05-17 19:34:41
563,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,20791973,902602,2022-05-17,2022-05-17 19:34:44
564,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1606968,49670,2022-05-17,2022-05-17 19:34:48
565,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4656432,99473,2022-05-17,2022-05-17 19:34:51
566,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2053739,23125,2022-05-17,2022-05-17 19:34:54
567,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,124953984,4158674,2022-05-17,2022-05-17 19:35:00
568,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,142814258,1167471,2022-05-17,2022-05-17 19:35:03
569,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,59661967,1090576,2022-05-17,2022-05-17 19:35:07
570,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,511447,13122,2022-05-17,2022-05-17 19:35:10
571,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2455502,89849,2022-05-17,2022-05-17 19:35:14
572,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,308316,9371,2022-05-17,2022-05-17 19:35:20
573,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7786,251,2022-05-17,2022-05-17 19:35:23
574,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16049,186,2022-05-17,2022-05-17 19:35:26
575,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153920,1847,2022-05-17,2022-05-17 19:35:30
576,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,440475,6334,2022-05-17,2022-05-17 19:35:33
577,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1623184,47232,2022-05-17,2022-05-17 19:35:38
578,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,288381,7903,2022-05-17,2022-05-17 19:35:44
579,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,9559687,195940,2022-05-17,2022-05-17 19:35:50
580,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1826652,36367,2022-05-17,2022-05-17 19:35:56
581,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,1867810,47199,2022-05-17,2022-05-17 19:36:02
582,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1074187,24078,2022-05-17,2022-05-17 19:36:09
583,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5014803,100,2022-05-17,2022-05-17 19:36:15
584,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,2601837,50166,2022-05-17,2022-05-17 19:36:21
585,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3405126,49402,2022-05-17,2022-05-17 19:36:26
586,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,2851206,59934,2022-05-17,2022-05-17 19:36:32
587,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1104081,29991,2022-05-17,2022-05-17 19:36:37
588,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,4546056,77579,2022-05-17,2022-05-17 19:36:43
589,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,954676,20141,2022-05-17,2022-05-17 19:36:48
590,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,1728686,41708,2022-05-17,2022-05-17 19:36:53
591,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,1752182,39601,2022-05-17,2022-05-17 19:36:59
592,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1823132270,10998774,2022-05-18,2022-05-18 18:51:46
593,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,23448205,604615,2022-05-18,2022-05-18 18:51:52
594,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5182680,238178,2022-05-18,2022-05-18 18:51:55
595,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,55370383,2797847,2022-05-18,2022-05-18 18:51:58
596,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1786749,45559,2022-05-18,2022-05-18 18:52:03
597,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,57602603,2397242,2022-05-18,2022-05-18 18:52:07
598,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7210270,146094,2022-05-18,2022-05-18 18:52:10
599,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2803834,31001,2022-05-18,2022-05-18 18:52:13
600,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2478588,151858,2022-05-18,2022-05-18 18:52:19
601,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,989330,82673,2022-05-18,2022-05-18 18:52:25
602,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,281261,7277,2022-05-18,2022-05-18 18:52:28
603,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,17373414,520761,2022-05-18,2022-05-18 18:52:33
604,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,13139571,569848,2022-05-18,2022-05-18 18:52:36
605,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,39713474,1734915,2022-05-18,2022-05-18 18:52:39
606,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,20906839,905251,2022-05-18,2022-05-18 18:52:42
607,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1610200,49746,2022-05-18,2022-05-18 18:52:45
608,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4656919,99477,2022-05-18,2022-05-18 18:52:48
609,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2054562,23130,2022-05-18,2022-05-18 18:52:52
610,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,126657095,4183766,2022-05-18,2022-05-18 18:52:57
611,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,143227307,1169861,2022-05-18,2022-05-18 18:53:03
612,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,59780548,1091614,2022-05-18,2022-05-18 18:53:06
613,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,526085,13449,2022-05-18,2022-05-18 18:53:09
614,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2457639,89931,2022-05-18,2022-05-18 18:53:12
615,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,308883,9385,2022-05-18,2022-05-18 18:53:18
616,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7851,252,2022-05-18,2022-05-18 18:53:21
617,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16194,189,2022-05-18,2022-05-18 18:53:24
618,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153931,1847,2022-05-18,2022-05-18 18:53:27
619,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,440986,6337,2022-05-18,2022-05-18 18:53:30
620,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1637450,47321,2022-05-18,2022-05-18 18:53:36
621,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,292648,7998,2022-05-18,2022-05-18 18:53:41
622,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,9786473,199046,2022-05-18,2022-05-18 18:53:46
623,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1846538,36604,2022-05-18,2022-05-18 18:53:52
624,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,1888912,47499,2022-05-18,2022-05-18 18:53:57
625,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1095327,24489,2022-05-18,2022-05-18 18:54:03
626,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5119941,100,2022-05-18,2022-05-18 18:54:08
627,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,2656076,50743,2022-05-18,2022-05-18 18:54:13
628,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3464417,49996,2022-05-18,2022-05-18 18:54:19
629,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,2921297,61238,2022-05-18,2022-05-18 18:54:24
630,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1120961,30323,2022-05-18,2022-05-18 18:54:29
631,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,4615602,78731,2022-05-18,2022-05-18 18:54:35
632,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,971125,20374,2022-05-18,2022-05-18 18:54:41
633,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,1775604,42654,2022-05-18,2022-05-18 18:54:46
634,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,1798275,40306,2022-05-18,2022-05-18 18:54:52
635,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1823530526,11001711,2022-05-19,2022-05-19 20:22:19
636,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,23662543,608820,2022-05-19,2022-05-19 20:22:25
637,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5231589,239736,2022-05-19,2022-05-19 20:22:28
638,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,55654141,2804929,2022-05-19,2022-05-19 20:22:31
639,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1795591,45723,2022-05-19,2022-05-19 20:22:37
640,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,57794649,2400965,2022-05-19,2022-05-19 20:22:40
641,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7243553,146406,2022-05-19,2022-05-19 20:22:44
642,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2805688,31020,2022-05-19,2022-05-19 20:22:50
643,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2488099,152235,2022-05-19,2022-05-19 20:22:54
644,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1000390,84021,2022-05-19,2022-05-19 20:23:01
645,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,283428,7314,2022-05-19,2022-05-19 20:23:04
646,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,18076580,524891,2022-05-19,2022-05-19 20:23:09
647,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,13199476,570944,2022-05-19,2022-05-19 20:23:12
648,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,39932358,1738368,2022-05-19,2022-05-19 20:23:16
649,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,21036199,907962,2022-05-19,2022-05-19 20:23:19
650,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1614024,49839,2022-05-19,2022-05-19 20:23:23
651,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4657354,99479,2022-05-19,2022-05-19 20:23:29
652,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2055492,23133,2022-05-19,2022-05-19 20:23:33
653,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,128570203,4211623,2022-05-19,2022-05-19 20:23:38
654,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,143685428,1172330,2022-05-19,2022-05-19 20:23:45
655,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,59926078,1093143,2022-05-19,2022-05-19 20:23:49
656,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,542424,13845,2022-05-19,2022-05-19 20:23:52
657,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2459836,90011,2022-05-19,2022-05-19 20:23:56
658,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,309494,9406,2022-05-19,2022-05-19 20:24:02
659,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7903,254,2022-05-19,2022-05-19 20:24:05
660,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16262,189,2022-05-19,2022-05-19 20:24:08
661,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153933,1847,2022-05-19,2022-05-19 20:24:15
662,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,442066,6349,2022-05-19,2022-05-19 20:24:18
663,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1653886,47441,2022-05-19,2022-05-19 20:24:23
664,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,299781,8129,2022-05-19,2022-05-19 20:24:29
665,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,9988792,202056,2022-05-19,2022-05-19 20:24:35
666,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1865388,36853,2022-05-19,2022-05-19 20:24:41
667,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,1908803,47754,2022-05-19,2022-05-19 20:24:46
668,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1116242,24888,2022-05-19,2022-05-19 20:24:52
669,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5218303,100,2022-05-19,2022-05-19 20:24:57
670,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,2707608,51236,2022-05-19,2022-05-19 20:25:03
671,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3519616,50568,2022-05-19,2022-05-19 20:25:08
672,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,2991540,62561,2022-05-19,2022-05-19 20:25:16
673,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1136644,30612,2022-05-19,2022-05-19 20:25:22
674,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,4684714,79826,2022-05-19,2022-05-19 20:25:28
675,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,986286,20580,2022-05-19,2022-05-19 20:25:35
676,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,1819828,43589,2022-05-19,2022-05-19 20:25:40
677,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,1840311,40959,2022-05-19,2022-05-19 20:25:46
678,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1823890206,11004419,2022-05-20,2022-05-20 18:54:44
679,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,23832084,611760,2022-05-20,2022-05-20 18:54:49
680,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5271571,240843,2022-05-20,2022-05-20 18:54:53
681,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,55905582,2811135,2022-05-20,2022-05-20 18:54:57
682,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1803542,45862,2022-05-20,2022-05-20 18:55:02
683,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,57957454,2403975,2022-05-20,2022-05-20 18:55:05
684,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7264208,146628,2022-05-20,2022-05-20 18:55:09
685,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2807099,31039,2022-05-20,2022-05-20 18:55:15
686,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2496603,152615,2022-05-20,2022-05-20 18:55:18
687,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1012210,84379,2022-05-20,2022-05-20 18:55:24
688,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,284930,7333,2022-05-20,2022-05-20 18:55:27
689,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,18638868,528351,2022-05-20,2022-05-20 18:55:33
690,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,13252375,571968,2022-05-20,2022-05-20 18:55:37
691,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,40098720,1741256,2022-05-20,2022-05-20 18:55:40
692,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,21146047,910457,2022-05-20,2022-05-20 18:55:43
693,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1617583,49912,2022-05-20,2022-05-20 18:55:47
694,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4657603,99482,2022-05-20,2022-05-20 18:55:52
695,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2056026,23136,2022-05-20,2022-05-20 18:55:55
696,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,130431004,4240953,2022-05-20,2022-05-20 18:56:01
697,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,144098699,1174549,2022-05-20,2022-05-20 18:56:07
698,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,60053497,1094268,2022-05-20,2022-05-20 18:56:10
699,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,560716,14182,2022-05-20,2022-05-20 18:56:14
700,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2462337,90117,2022-05-20,2022-05-20 18:56:17
701,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,310186,9430,2022-05-20,2022-05-20 18:56:22
702,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7942,255,2022-05-20,2022-05-20 18:56:26
703,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16270,189,2022-05-20,2022-05-20 18:56:29
704,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153944,1847,2022-05-20,2022-05-20 18:56:36
705,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,443017,6358,2022-05-20,2022-05-20 18:56:40
706,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1668079,47562,2022-05-20,2022-05-20 18:56:46
707,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,303675,8222,2022-05-20,2022-05-20 18:56:52
708,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,10138050,204117,2022-05-20,2022-05-20 18:56:58
709,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1879548,36987,2022-05-20,2022-05-20 18:57:04
710,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,1923677,47919,2022-05-20,2022-05-20 18:57:10
711,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1132611,25152,2022-05-20,2022-05-20 18:57:18
712,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5290061,100,2022-05-20,2022-05-20 18:57:24
713,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,2745908,51536,2022-05-20,2022-05-20 18:57:30
714,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3561637,50940,2022-05-20,2022-05-20 18:57:36
715,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3042700,63400,2022-05-20,2022-05-20 18:57:42
716,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1149318,30796,2022-05-20,2022-05-20 18:57:47
717,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,4738096,80558,2022-05-20,2022-05-20 18:57:53
718,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,998108,20707,2022-05-20,2022-05-20 18:57:58
719,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,1851445,44220,2022-05-20,2022-05-20 18:58:04
720,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,1872143,41418,2022-05-20,2022-05-20 18:58:10
721,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1824265753,11007299,2022-05-21,2022-05-21 16:34:58
722,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,24006556,614537,2022-05-21,2022-05-21 16:35:03
723,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,5312481,241924,2022-05-21,2022-05-21 16:35:06
724,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,56202259,2818634,2022-05-21,2022-05-21 16:35:10
725,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1811457,46038,2022-05-21,2022-05-21 16:35:15
726,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,58143681,2407670,2022-05-21,2022-05-21 16:35:19
727,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7283812,146877,2022-05-21,2022-05-21 16:35:24
728,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2808318,31051,2022-05-21,2022-05-21 16:35:30
729,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2505808,152956,2022-05-21,2022-05-21 16:35:34
730,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1025995,85075,2022-05-21,2022-05-21 16:35:39
731,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,286076,7360,2022-05-21,2022-05-21 16:35:42
732,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,19237976,531544,2022-05-21,2022-05-21 16:35:47
733,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,13315600,573217,2022-05-21,2022-05-21 16:35:51
734,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,40242738,1743748,2022-05-21,2022-05-21 16:35:54
735,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,21306209,913854,2022-05-21,2022-05-21 16:35:57
736,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1621114,49996,2022-05-21,2022-05-21 16:36:00
737,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4657886,99486,2022-05-21,2022-05-21 16:36:03
738,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2056555,23141,2022-05-21,2022-05-21 16:36:07
739,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,132392204,4269451,2022-05-21,2022-05-21 16:36:12
740,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,144514057,1176986,2022-05-21,2022-05-21 16:36:15
741,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,60180595,1095332,2022-05-21,2022-05-21 16:36:19
742,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,580114,14524,2022-05-21,2022-05-21 16:36:22
743,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2464967,90221,2022-05-21,2022-05-21 16:36:28
744,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,311141,9484,2022-05-21,2022-05-21 16:36:34
745,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7966,256,2022-05-21,2022-05-21 16:36:37
746,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16276,189,2022-05-21,2022-05-21 16:36:40
747,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153950,1847,2022-05-21,2022-05-21 16:36:44
748,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,443539,6363,2022-05-21,2022-05-21 16:36:48
749,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1683216,47657,2022-05-21,2022-05-21 16:36:53
750,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,305497,8270,2022-05-21,2022-05-21 16:36:59
751,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,10168824,206231,2022-05-21,2022-05-21 16:37:04
752,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,1888028,37107,2022-05-21,2022-05-21 16:37:09
753,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,1932684,48065,2022-05-21,2022-05-21 16:37:14
754,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1146511,25413,2022-05-21,2022-05-21 16:37:20
755,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,5327778,100,2022-05-21,2022-05-21 16:37:26
756,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,2773032,51849,2022-05-21,2022-05-21 16:37:32
757,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,3585628,51265,2022-05-21,2022-05-21 16:37:38
758,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3084241,64202,2022-05-21,2022-05-21 16:37:44
759,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1159695,30981,2022-05-21,2022-05-21 16:37:49
760,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,4783546,81359,2022-05-21,2022-05-21 16:37:55
761,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1005031,20836,2022-05-21,2022-05-21 16:38:00
762,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,1871742,44815,2022-05-21,2022-05-21 16:38:05
763,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,1895460,41833,2022-05-21,2022-05-21 16:38:11
764,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1824796624,11011433,2022-05-22,2022-05-22 21:45:08
765,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,24250633,618598,2022-05-22,2022-05-22 21:45:13
