,channel_id,video_id,number_of_views,number_of_likes,CreatedDate,CreatedDatetime
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1828796,55090,2022-06-23,2022-06-23 13:49:05
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2063945,23151,2022-06-23,2022-06-23 13:49:08
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,191854006,4965195,2022-06-23,2022-06-23 13:49:13
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,158826533,1249956,2022-06-23,2022-06-23 13:49:20
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,65255102,1134004,2022-06-23,2022-06-23 13:49:23
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,1161333,25824,2022-06-23,2022-06-23 13:49:26
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2512846,91886,2022-06-23,2022-06-23 13:49:32
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,431293,11665,2022-06-23,2022-06-23 13:49:38
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8643,275,2022-06-23,2022-06-23 13:49:45
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16316,188,2022-06-23,2022-06-23 13:49:48
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154074,1847,2022-06-23,2022-06-23 13:49:52
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,449659,6443,2022-06-23,2022-06-23 13:49:55
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,2001871,49620,2022-06-23,2022-06-23 13:50:01
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,375662,9583,2022-06-23,2022-06-23 13:50:07
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11738782,223666,2022-06-23,2022-06-23 13:50:12
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,2036323,38051,2022-06-23,2022-06-23 13:50:18
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2094668,49248,2022-06-23,2022-06-23 13:50:24
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1325001,27299,2022-06-23,2022-06-23 13:50:29
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,6341933,100,2022-06-23,2022-06-23 13:50:35
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,3163507,53994,2022-06-23,2022-06-23 13:50:41
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,4070162,54271,2022-06-23,2022-06-23 13:50:47
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3633231,70619,2022-06-23,2022-06-23 13:50:53
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1307932,32466,2022-06-23,2022-06-23 13:50:58
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5552562,88213,2022-06-23,2022-06-23 13:51:04
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1141016,21758,2022-06-23,2022-06-23 13:51:10
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2153682,48320,2022-06-23,2022-06-23 13:51:16
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2274351,45173,2022-06-23,2022-06-23 13:51:22
0,UCpTaAz_BxtkUB1qc8JTU_7g,QZp2biJul1c,16333231,678967,2022-06-23,2022-06-23 13:51:25
0,UC31hY7kg7CUOBpdyn9d_gYA,wp43OdtAAkM,75719030,1107633,2022-06-23,2022-06-23 13:51:29
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1837522085,11114365,2022-06-24,2022-06-24 14:08:54
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,29053479,708839,2022-06-24,2022-06-24 14:08:59
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,6315156,268625,2022-06-24,2022-06-24 14:09:03
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,70830590,3143557,2022-06-24,2022-06-24 14:09:06
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,2019364,50524,2022-06-24,2022-06-24 14:09:12
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,65000296,2542225,2022-06-24,2022-06-24 14:09:15
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7713596,152033,2022-06-24,2022-06-24 14:09:19
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2831152,31241,2022-06-24,2022-06-24 14:09:22
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2644504,157513,2022-06-24,2022-06-24 14:09:25
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1436888,109264,2022-06-24,2022-06-24 14:09:32
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,300837,7750,2022-06-24,2022-06-24 14:09:35
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,29946742,601424,2022-06-24,2022-06-24 14:09:42
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,15303851,607325,2022-06-24,2022-06-24 14:09:45
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,42535862,1776029,2022-06-24,2022-06-24 14:09:48
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,25254470,985911,2022-06-24,2022-06-24 14:09:52
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1835161,55257,2022-06-24,2022-06-24 14:09:55
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2064013,23152,2022-06-24,2022-06-24 14:09:58
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,193591223,4983618,2022-06-24,2022-06-24 14:10:03
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,159217639,1251723,2022-06-24,2022-06-24 14:10:09
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,65415526,1135006,2022-06-24,2022-06-24 14:10:13
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,1182891,26184,2022-06-24,2022-06-24 14:10:16
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2514225,91948,2022-06-24,2022-06-24 14:10:19
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,433919,11711,2022-06-24,2022-06-24 14:10:25
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8660,276,2022-06-24,2022-06-24 14:10:29
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16316,188,2022-06-24,2022-06-24 14:10:32
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154079,1847,2022-06-24,2022-06-24 14:10:36
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,449713,6443,2022-06-24,2022-06-24 14:10:39
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,2009169,49667,2022-06-24,2022-06-24 14:10:45
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,375781,9585,2022-06-24,2022-06-24 14:10:51
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11760671,223905,2022-06-24,2022-06-24 14:10:57
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,2038569,38052,2022-06-24,2022-06-24 14:11:03
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2096989,49256,2022-06-24,2022-06-24 14:11:08
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1327750,27327,2022-06-24,2022-06-24 14:11:14
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,6357578,100,2022-06-24,2022-06-24 14:11:19
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,3169319,54016,2022-06-24,2022-06-24 14:11:25
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,4077991,54310,2022-06-24,2022-06-24 14:11:31
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3639748,70660,2022-06-24,2022-06-24 14:11:36
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1310094,32477,2022-06-24,2022-06-24 14:11:42
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5566543,88316,2022-06-24,2022-06-24 14:11:47
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1143150,21770,2022-06-24,2022-06-24 14:11:53
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2157288,48340,2022-06-24,2022-06-24 14:11:58
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2280897,45214,2022-06-24,2022-06-24 14:12:04
0,UCpTaAz_BxtkUB1qc8JTU_7g,QZp2biJul1c,16948696,690316,2022-06-24,2022-06-24 14:12:10
0,UC31hY7kg7CUOBpdyn9d_gYA,wp43OdtAAkM,76668550,1129401,2022-06-24,2022-06-24 14:12:14
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1837921370,11117401,2022-06-25,2022-06-25 10:23:02
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,29158785,710623,2022-06-25,2022-06-25 10:23:07
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,6336540,269147,2022-06-25,2022-06-25 10:23:11
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,71192814,3149694,2022-06-25,2022-06-25 10:23:14
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,2024627,50632,2022-06-25,2022-06-25 10:23:20
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,65247078,2546066,2022-06-25,2022-06-25 10:23:23
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7721904,152138,2022-06-25,2022-06-25 10:23:26
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2831716,31244,2022-06-25,2022-06-25 10:23:30
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2646701,157569,2022-06-25,2022-06-25 10:23:33
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1438381,109277,2022-06-25,2022-06-25 10:23:39
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,301000,7755,2022-06-25,2022-06-25 10:23:42
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,30089928,602965,2022-06-25,2022-06-25 10:23:46
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,15354647,607927,2022-06-25,2022-06-25 10:23:49
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,42560258,1776189,2022-06-25,2022-06-25 10:23:53
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,25287321,986420,2022-06-25,2022-06-25 10:23:56
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1840513,55382,2022-06-25,2022-06-25 10:24:00
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2064077,23153,2022-06-25,2022-06-25 10:24:04
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,195272703,5000244,2022-06-25,2022-06-25 10:24:07
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,159566982,1253361,2022-06-25,2022-06-25 10:24:14
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,65550380,1135828,2022-06-25,2022-06-25 10:24:18
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,1203330,26542,2022-06-25,2022-06-25 10:24:21
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2515351,91995,2022-06-25,2022-06-25 10:24:24
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,435396,11738,2022-06-25,2022-06-25 10:24:30
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8671,276,2022-06-25,2022-06-25 10:24:37
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16316,188,2022-06-25,2022-06-25 10:24:40
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154081,1847,2022-06-25,2022-06-25 10:24:44
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,449773,6444,2022-06-25,2022-06-25 10:24:47
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,2016075,49703,2022-06-25,2022-06-25 10:24:53
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,375866,9587,2022-06-25,2022-06-25 10:24:59
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11781728,224090,2022-06-25,2022-06-25 10:25:06
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,2040323,38064,2022-06-25,2022-06-25 10:25:12
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2098829,49263,2022-06-25,2022-06-25 10:25:18
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1330108,27344,2022-06-25,2022-06-25 10:25:24
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,6372762,100,2022-06-25,2022-06-25 10:25:30
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,3174064,54028,2022-06-25,2022-06-25 10:25:36
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,4084907,54345,2022-06-25,2022-06-25 10:25:43
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3645155,70699,2022-06-25,2022-06-25 10:25:49
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1311884,32495,2022-06-25,2022-06-25 10:25:55
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5577514,88417,2022-06-25,2022-06-25 10:26:01
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1144770,21779,2022-06-25,2022-06-25 10:26:07
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2160523,48365,2022-06-25,2022-06-25 10:26:13
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2286497,45262,2022-06-25,2022-06-25 10:26:19
0,UCpTaAz_BxtkUB1qc8JTU_7g,QZp2biJul1c,17531942,700422,2022-06-25,2022-06-25 10:26:23
0,UC31hY7kg7CUOBpdyn9d_gYA,wp43OdtAAkM,77529368,1147487,2022-06-25,2022-06-25 10:26:26
0,UCwppdrjsBPAZg5_cUwQjfMQ,a7GITgqwDVg,18047082,3440338,2022-06-25,2022-06-25 10:26:32
0,UC20vb-R_px4CguHzzBPhoyQ,RjrA-slMoZ4,4410214,498185,2022-06-25,2022-06-25 10:26:39
0,UCaO6TYtlC8U5ttz62hTrZgg,f6YDKF0LVWw,19352583,1753216,2022-06-25,2022-06-25 10:26:44
0,UC_uMv3bNXwapHl8Dzf2p01Q,yyN_7Y-qRFM,2331751,184841,2022-06-25,2022-06-25 10:26:50
0,UCkXVK-XrnwznaqYx0aKGAtg,se8pJ2y9Grk,574727,30259,2022-06-25,2022-06-25 10:26:55
0,UCANLZYMidaCbLQFWXBC95Jg,egxyRSb_XtI,1078799,168082,2022-06-25,2022-06-25 10:27:01
0,UCIUKjjLfyf19Mr6Q_27GXlw,fJm22OUWg1g,397411,25190,2022-06-25,2022-06-25 10:27:04
0,UCUs8sGiP4avNaYNVO22INhQ,rTIzV_d60lI,167469,14001,2022-06-25,2022-06-25 10:27:08
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1838476760,11122078,2022-06-26,2022-06-26 18:37:24
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,29318854,713661,2022-06-26,2022-06-26 18:37:29
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,6365206,269864,2022-06-26,2022-06-26 18:37:32
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,71644733,3158817,2022-06-26,2022-06-26 18:37:35
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,2032826,50826,2022-06-26,2022-06-26 18:37:41
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,65570014,2551732,2022-06-26,2022-06-26 18:37:44
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7731633,152280,2022-06-26,2022-06-26 18:37:47
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2832454,31255,2022-06-26,2022-06-26 18:37:50
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2653022,157839,2022-06-26,2022-06-26 18:37:53
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1440681,109296,2022-06-26,2022-06-26 18:37:59
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,301287,7767,2022-06-26,2022-06-26 18:38:02
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,30295652,605075,2022-06-26,2022-06-26 18:38:08
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,15412879,608690,2022-06-26,2022-06-26 18:38:11
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,42604687,1776571,2022-06-26,2022-06-26 18:38:15
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,25336036,987262,2022-06-26,2022-06-26 18:38:17
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1848124,55562,2022-06-26,2022-06-26 18:38:21
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2064148,23155,2022-06-26,2022-06-26 18:38:24
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,197490107,5023387,2022-06-26,2022-06-26 18:38:28
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,160065065,1255881,2022-06-26,2022-06-26 18:38:34
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,65733393,1137031,2022-06-26,2022-06-26 18:38:37
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,1233918,27105,2022-06-26,2022-06-26 18:38:40
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2517116,92060,2022-06-26,2022-06-26 18:38:43
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,437768,11790,2022-06-26,2022-06-26 18:38:50
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8698,277,2022-06-26,2022-06-26 18:38:53
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16316,188,2022-06-26,2022-06-26 18:38:56
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154084,1846,2022-06-26,2022-06-26 18:39:00
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,449841,6445,2022-06-26,2022-06-26 18:39:03
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,2026802,49761,2022-06-26,2022-06-26 18:39:08
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,376017,9589,2022-06-26,2022-06-26 18:39:14
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11816551,224429,2022-06-26,2022-06-26 18:39:20
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,2043094,38072,2022-06-26,2022-06-26 18:39:25
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2101824,49286,2022-06-26,2022-06-26 18:39:31
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1333687,27381,2022-06-26,2022-06-26 18:39:36
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,6395900,100,2022-06-26,2022-06-26 18:39:42
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,3181856,54066,2022-06-26,2022-06-26 18:39:48
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,4094822,54395,2022-06-26,2022-06-26 18:39:53
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3653242,70750,2022-06-26,2022-06-26 18:39:59
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1314910,32522,2022-06-26,2022-06-26 18:40:04
0,UCRpjHHu8ivVWs73uxHlWwFA,v2m-MGSys0k,5594592,88545,2022-06-26,2022-06-26 18:40:10
0,UCRpjHHu8ivVWs73uxHlWwFA,IwHijzdNN2A,1147508,21790,2022-06-26,2022-06-26 18:40:16
0,UCRpjHHu8ivVWs73uxHlWwFA,C9RJQPZsj8E,2165291,48396,2022-06-26,2022-06-26 18:40:21
0,UCRpjHHu8ivVWs73uxHlWwFA,eQul-rkcGPQ,2295141,45331,2022-06-26,2022-06-26 18:40:27
0,UCpTaAz_BxtkUB1qc8JTU_7g,QZp2biJul1c,18222867,714024,2022-06-26,2022-06-26 18:40:30
0,UC31hY7kg7CUOBpdyn9d_gYA,wp43OdtAAkM,78647390,1171479,2022-06-26,2022-06-26 18:40:33
0,UCwppdrjsBPAZg5_cUwQjfMQ,a7GITgqwDVg,28641825,3936237,2022-06-26,2022-06-26 18:40:36
0,UC20vb-R_px4CguHzzBPhoyQ,RjrA-slMoZ4,7301446,652523,2022-06-26,2022-06-26 18:40:43
0,UCaO6TYtlC8U5ttz62hTrZgg,f6YDKF0LVWw,26550708,2070774,2022-06-26,2022-06-26 18:40:48
0,UC_uMv3bNXwapHl8Dzf2p01Q,yyN_7Y-qRFM,3670221,225178,2022-06-26,2022-06-26 18:40:53
0,UCkXVK-XrnwznaqYx0aKGAtg,se8pJ2y9Grk,852573,42199,2022-06-26,2022-06-26 18:40:59
0,UCANLZYMidaCbLQFWXBC95Jg,egxyRSb_XtI,1447009,186652,2022-06-26,2022-06-26 18:41:04
0,UCIUKjjLfyf19Mr6Q_27GXlw,fJm22OUWg1g,690500,35217,2022-06-26,2022-06-26 18:41:07
0,UCUs8sGiP4avNaYNVO22INhQ,rTIzV_d60lI,243176,16305,2022-06-26,2022-06-26 18:41:11
0,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1838897232,11125470,2022-06-27,2022-06-27 19:36:01
0,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,29434779,715892,2022-06-27,2022-06-27 19:36:07
0,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,6386099,270353,2022-06-27,2022-06-27 19:36:10
0,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,71990714,3164540,2022-06-27,2022-06-27 19:36:13
0,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,2039686,50992,2022-06-27,2022-06-27 19:36:18
0,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,65802117,2555632,2022-06-27,2022-06-27 19:36:22
0,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,7737588,152379,2022-06-27,2022-06-27 19:36:25
0,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2833082,31263,2022-06-27,2022-06-27 19:36:28
0,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2660375,158077,2022-06-27,2022-06-27 19:36:31
0,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,1442683,109324,2022-06-27,2022-06-27 19:36:37
0,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,301953,7779,2022-06-27,2022-06-27 19:36:40
0,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,30431366,606427,2022-06-27,2022-06-27 19:36:44
0,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,15451993,609247,2022-06-27,2022-06-27 19:36:46
0,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,42640087,1776928,2022-06-27,2022-06-27 19:36:50
0,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,25374835,987883,2022-06-27,2022-06-27 19:36:52
0,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1854271,55715,2022-06-27,2022-06-27 19:36:56
0,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2064174,23155,2022-06-27,2022-06-27 19:36:59
0,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,199184110,5040542,2022-06-27,2022-06-27 19:37:03
0,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,160421832,1257588,2022-06-27,2022-06-27 19:37:10
0,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,65878444,1137922,2022-06-27,2022-06-27 19:37:13
0,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,1259270,27583,2022-06-27,2022-06-27 19:37:16
0,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2518406,92103,2022-06-27,2022-06-27 19:37:19
0,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,438812,11811,2022-06-27,2022-06-27 19:37:25
0,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,8715,277,2022-06-27,2022-06-27 19:37:28
0,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,16318,188,2022-06-27,2022-06-27 19:37:31
0,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,154084,1846,2022-06-27,2022-06-27 19:37:34
0,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,449914,6446,2022-06-27,2022-06-27 19:37:37
0,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,2034180,49806,2022-06-27,2022-06-27 19:37:43
0,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,376127,9592,2022-06-27,2022-06-27 19:37:49
0,UCRpjHHu8ivVWs73uxHlWwFA,UiEGVYOruLk,11837857,224610,2022-06-27,2022-06-27 19:37:54
0,UCRpjHHu8ivVWs73uxHlWwFA,Uv7PcRKXZDg,2045043,38087,2022-06-27,2022-06-27 19:38:00
0,UCRpjHHu8ivVWs73uxHlWwFA,Beqe14HYY5o,2103955,49302,2022-06-27,2022-06-27 19:38:05
0,UCRpjHHu8ivVWs73uxHlWwFA,O_AvUlCQ_Cc,1335954,27388,2022-06-27,2022-06-27 19:38:11
0,UCRpjHHu8ivVWs73uxHlWwFA,udsMTb2NIak,6409983,100,2022-06-27,2022-06-27 19:38:16
0,UCRpjHHu8ivVWs73uxHlWwFA,N3eiW6E0ldc,3187106,54104,2022-06-27,2022-06-27 19:38:22
0,UCRpjHHu8ivVWs73uxHlWwFA,wWDThAfryW4,4101367,54415,2022-06-27,2022-06-27 19:38:27
0,UCRpjHHu8ivVWs73uxHlWwFA,3S1jrYq87Zw,3658762,70775,2022-06-27,2022-06-27 19:38:33
0,UCRpjHHu8ivVWs73uxHlWwFA,wh47vgUwInU,1317014,32540,2022-06-27,2022-06-27 19:38:38
